PRIORITY,OCR_STATUS,territory_id,District,territory_name,Type,STATUS,Agents,Cycle,Start (actual Start date),End (actual end date),Actual Man-Day,Days planned,Number_of_landmark,Number_of_trending,Number_of_regional,Number_of_iconic,Number_of_brands,total_logs,total_survey_logs,survey_log_new,survey_log_update_exist,survey_log_deleted,total_poi_portal,poi_portal_log_new,poi_portal_log_update_exist,poi_portal_log_deleted,total_trx,trx_draft,trx_ready_to_publish,trx_archived,trx_in_progress,Diffrencess,Area Score,high dansity ?
1,,4809,Al Mursalat,Al Mursalat district_10000108,Mixed.,Off-Plan,surveyor3,25-Mar,"March 24, 25","March 25, 25",1.16,0.49,0,0,0,0,8,264,160,60,34,66,104,0,102,2,173,5,94,74,0,60,1.44,YES
1,,3038,Al Olaya,Al Olaya district_10000230,Mixed.,Closed,aalngedan,,,,0.57,0.38,0,0,0,0,9,59,0,0,0,0,59,5,48,6,106,53,26,27,0,0,1.42,YES
1,,3094,Al Olaya,Al Olaya district_10000256,Mixed.,Closed,aalngedan,,,,1.39,0.93,0,0,0,0,9,81,0,0,0,0,81,1,61,19,230,163,20,47,0,0,1.42,YES
1,,3642,Al Woroud,Al Woroud district_10000176,Resid.,Off-Plan,fabdelrahman,25-May,"January 2, 25","May 27, 25",0.63,0.4,0,0,0,0,9,118,23,8,13,2,95,0,89,6,104,57,27,20,0,4,1.42,0
1,,4023,Al Nakheel,Al-Nakheel_10000068,Mixed.,Closed,surveyor1,25-Jan,"January 6, 25","January 21, 25",0.59,0.39,0,0,0,0,9,111,23,1,14,8,88,1,80,7,106,51,30,25,0,1,1.42,YES
1,,4490,Qurtubah,Qurtubah district_322,Resid.,Closed,surveyor4,25-Feb,"February 26, 25","April 22, 25",0.28,0.14,0,11,0,0,2,106,20,10,3,7,86,12,69,5,45,0,30,15,0,10,1.41,0
1,,5105,Ar Rabie,Ar Rabie district_10000307,Com,Closed,ashuban,,"December 9, 24","January 23, 25",0.38,0.22,0,6,0,0,4,209,79,6,36,37,130,0,129,1,108,4,42,62,0,6,1.4,YES
1,,3601,Al Woroud,Al Woroud district_10000155,Resid.,Off-Plan,fabdelrahman,25-May,"February 11, 25","May 27, 25",0.94,0.5,0,0,0,0,8,185,130,32,50,48,55,0,51,4,179,21,82,76,0,28,1.39,YES
1,,4275,Hiteen,city Riyadh Hiteen district_1532,Mixed.,Closed,fabdelrahman,25-Mar,"January 5, 25","March 9, 25",0.51,0.23,0,0,0,0,8,165,88,24,46,18,77,0,74,3,102,9,46,47,0,24,1.39,YES
1,,3837,Al Yasmeen,Al Yasmeen district_10000202,Mixed.,Closed,malngedan,25-Dec,"November4, 24","November5, 24",0.3,0.16,0,0,0,0,8,113,14,9,5,0,99,1,96,2,35,10,23,2,0,9,1.39,YES
1,,2556,Al Malaz,Al Malaz district_10000494,Resid.,Closed,salsiqami,25-Jan,"January 27, 25","January 30, 25",1.36,0.71,0,0,0,0,8,165,84,40,36,8,81,1,66,14,171,56,85,30,0,40,1.39,YES
1,,5507,Ghirnatah,Ghornata district_152,Resid.,Closed,surveyor11,25-Feb,"February 6, 25","February 9, 25",1.31,0.72,0,0,0,0,8,179,69,33,35,1,110,0,104,6,181,68,83,30,0,33,1.39,YES
1,,5098,Ar Rabie,Ar Rabie district_10000300,Mixed.,Closed,surveyor13,25-Dec,"December 5, 24","March 19, 25",0.61,0.28,0,0,0,0,8,253,93,27,47,19,160,0,160,0,82,7,51,24,0,27,1.39,YES
1,,2550,Al Malaz,Al Malaz district_10000488,Mixed.,Closed,surveyor5,25-Jan,"January 29, 25","January 30, 25",0.6,0.32,0,0,0,0,8,73,36,16,20,0,37,2,33,2,71,19,49,3,0,16,1.39,YES
1,,3459,Al Sulaimaniyah,Al Sulaimaniyah district_10000321,Resid.,Closed,surveyor5,25-Feb,"February 2, 25","February 3, 25",0.37,0.21,0,0,0,0,8,126,62,8,16,38,64,0,63,1,103,3,41,59,0,8,1.39,YES
1,,3374,Al Sahafah,Al Sahafah district_10000266,Mixed.,Closed,,"  v-24","November14, 24","November17, 24",0.49,0.25,0,0,0,0,8,149,53,15,24,14,96,0,92,4,73,11,40,22,0,15,1.39,YES
1,,3771,Al Yasmeen,Al Yasmeen district_10000167,Mixed.,Closed,,"  v-24","November6, 24","November10, 24",0.69,0.29,0,0,0,0,8,271,81,35,22,24,190,6,179,5,84,0,61,23,0,35,1.39,0
1,,4595,Al Malqa,RUH_La Palma mall,Com,Off-Plan,surveyor3,25-Mar,"December 30, 24","March 27, 25",0.45,0.25,0,0,0,0,7,143,61,11,26,24,82,13,65,4,65,3,33,29,0,11,1.39,YES
1,,2611,Al Malaz,Al Malaz district_10000527,Com,Closed,surveyor3,25-Jan,"January 27, 25","January 27, 25",0.61,0.41,0,0,0,0,8,91,20,0,16,4,71,0,64,7,103,52,30,21,0,0,1.37,YES
1,,5029,Al Taawun,Al Taawon district_45,Mixed.,Off-Plan,,,"May 6, 25","May 6, 25",0.28,0.19,0,1,0,0,7,50,26,8,18,0,24,2,19,3,60,20,27,13,0,8,1.36,0
1,,4907,Al Nafel,Al Nafel district_10000352,Resid.,Closed,aalngedan,25-Dec,"December 15, 24","December 17, 24",0.59,0.34,0,5,0,0,5,151,51,12,25,14,100,1,98,1,98,28,42,28,0,12,1.35,YES
1,,4611,Hiteen,RUH_Welfare Center_mall,Indust.,Closed,surveyor4,25-Jan,"May 4, 25","May 4, 25",0.15,0.1,1,6,0,0,4,37,1,0,1,0,36,3,30,3,33,10,13,10,0,0,1.34,0
1,,5081,Ar Rabie,Ar Rabie district_10000283,Com,Closed,,25-Dec,"December 2, 24","May 9, 25",0.37,0.2,0,0,0,0,7,149,40,11,18,11,109,0,108,1,54,10,30,14,0,11,1.34,YES
1,,4940,Al Nuzha,Al Nuzha district_84,Resid.,Closed,ashuban,25-Mar,"March 6, 25","March 10, 25",0.79,0.4,0,1,0,0,7,108,58,28,24,6,50,2,43,5,117,39,51,27,0,28,1.31,YES
1,,2898,Al Muhammadiyah,Al Muhammadiyah district_10000047,Com,Closed,salsiqami,25-Jan,"January 5, 25","January 20, 25",1.09,0.7,0,1,0,0,7,97,20,6,14,0,77,0,73,4,154,120,26,8,0,6,1.29,YES
1,,2979,Al Murabba,Al Murabba district_10000416,Mixed.,Open,,,,,0.71,0.48,0,0,0,0,8,69,1,0,1,0,68,5,50,13,119,77,20,22,0,-99,1.29,0
1,,3189,Al Rawdah,Al Rawdah district_32,Resid.,In progress,aalosaimi,25-Jun,"Jun 3, 25",,0.31,0.2,0,0,0,0,8,56,0,0,0,0,56,3,46,7,55,24,18,13,0,-43,1.29,0
1,,3237,Al Rawdah,Al Rawdah district_55,Resid.,Off-Plan,fabdelrahman,25-Jun,"June 3, 25","June 4, 25",0.55,0.37,0,0,0,0,8,51,54,41,3,10,51,2,41,8,91,59,14,18,0,-77,1.29,YES
1,,3268,Al Rawdah,Al Rawdah district_71,Mixed.,In progress,ashuban,25-Jun,"Jun 11, 25","Jun 3, 25",0.39,0.26,0,0,0,0,8,101,37,35,0,2,64,7,43,14,72,31,21,20,0,-55,1.29,YES
1,,3272,Al Rawdah,Al Rawdah district_73,Resid.,Off-Plan,ashuban,25-Jun,"Jun 3, 25","Jun 3, 25",0.29,0.2,0,0,0,0,8,65,22,17,0,5,43,0,41,2,44,23,16,5,0,-41,1.29,0
1,,5035,Al Taawun,Al Taawon district_51,Resid.,Open,,,,,0.39,0.26,0,0,0,0,8,46,0,0,0,0,46,1,44,1,71,41,14,16,0,-54,1.29,YES
1,,4581,Al Olaya,RUH_Central mall,Com,Closed,aalngedan,,,,0.5,0.33,1,2,0,0,6,46,0,0,0,0,46,3,42,1,73,54,17,2,0,0,1.28,YES
1,,2701,Al Malqa,Al Malqa district_10000038,Mixed.,Off-Plan,fabdelrahman,25-Apr,"December 30, 24","April 3, 25",0.82,0.32,0,2,0,0,6,259,107,48,36,23,152,13,130,9,122,1,89,32,0,48,1.28,YES
1,,4701,Al Falah,Al Falah district_24,Resid.,Off-Plan,ashuban,25-May,"April 30, 25","May 1, 25",0.49,0.26,0,0,0,0,7,96,44,13,31,0,52,2,43,7,82,20,47,15,0,13,1.26,YES
1,,5024,Al Taawun,Al Taawon district_40,Resid.,Off-Plan,ashuban,25-May,"May 5, 25","May 5, 25",0.86,0.51,0,0,0,0,7,139,75,15,60,0,64,1,59,4,142,44,76,22,0,13,1.26,YES
1,,4725,Al Ghadir,Al Ghadeer district_10000322,Mixed.,Off-Plan,fabdelrahman,25-Mar,"January 23, 25","May 15, 25",0.66,0.29,0,0,0,0,7,186,104,33,46,25,82,3,74,5,102,0,61,41,0,33,1.26,YES
1,,2733,Al Malqa,Al Malqa district_10000053,Resid.,Off-Plan,fabdelrahman,25-Mar,"December 30, 24","March 27, 25",0.71,0.33,0,0,0,0,7,284,92,29,48,15,192,30,153,9,108,1,79,28,0,29,1.26,0
1,,3283,Al Sahafah,Al Sahafah district_10000221,Mixed.,Off-Plan,surveyor3,25-Mar,"November27, 24","March 18, 25",0.56,0.26,0,0,0,0,7,242,104,24,55,25,138,0,138,0,75,1,45,29,0,24,1.26,YES
1,,2681,Al Malqa,Al Malqa district_10000027,Resid.,Closed,aalngedan,,,,0.56,0.37,0,0,0,0,8,86,0,0,0,0,86,22,51,13,92,48,32,12,0,0,1.24,YES
1,,3024,Al Olaya,Al Olaya district_10000222,Mixed.,Closed,aalngedan,,,,1.19,0.8,0,0,0,0,8,54,0,0,0,0,54,4,44,6,178,143,21,14,0,0,1.24,YES
1,,3161,Al Olaya,Al Olaya district_10000287,Mixed.,Closed,aalngedan,,"May 8, 25","May 8, 25",0.88,0.59,0,0,0,0,8,63,1,0,1,0,62,5,52,5,140,101,22,17,0,0,1.24,YES
1,,2598,Al Malaz,Al Malaz district_10000519,Mixed.,Closed,ashuban,25-Jan,"January 23, 25","January 26, 25",1.11,0.7,0,0,0,0,8,90,48,9,24,15,42,0,37,5,183,101,42,40,0,9,1.24,YES
1,,5018,Al Sulaimaniyah,Al Sulaimaniyah district_10000355,Mixed.,Closed,surveyor11,25-Jan,"January 30, 25","February 2, 25",1.14,0.68,0,0,0,0,8,124,41,16,25,0,83,0,78,5,173,83,58,32,0,16,1.24,YES
1,,3519,Al Sulaimaniyah,Al Sulaimaniyah district_10000350,Com,Off-Plan,fabdelrahman,25-Apr,"February 3, 25","April 13, 25",0.72,0.48,0,0,0,0,7,52,2,1,1,0,50,2,41,7,112,80,17,15,0,1,1.24,0
1,,4405,King Fahd,King Fahd district_10000103,Resid.,Closed,ashuban,25-Feb,"February 25, 25","February 27, 25",1.33,0.58,0,0,0,0,7,191,141,64,41,36,50,0,47,3,177,17,104,56,0,64,1.21,YES
1,,5512,Ghirnatah,Ghornata district_157,Resid.,Closed,surveyor2,25-Feb,"February 6, 25","February 6, 25",0.48,0.23,0,0,0,0,7,77,30,18,6,6,47,0,43,4,62,15,32,15,0,18,1.21,YES
1,,3709,Al Yasmeen,Al Yasmeen district_10000136,Mixed.,Closed,surveyor7,25-Mar,"October 21, 24","January 5, 25",0.81,0.31,0,0,0,0,7,244,71,48,11,12,173,0,165,8,88,6,59,23,0,48,1.21,0
1,,4905,Al Nafel,Al Nafel district_10000350,Mixed.,Closed,,25-Dec,"December 10, 24","December 15, 24",0.53,0.26,0,0,0,0,7,212,67,19,30,18,145,0,141,4,89,6,49,34,0,19,1.21,YES
1,,3586,Al Woroud,Al Woroud district_10000148,Mixed.,Off-Plan,fabdelrahman,25-May,"February 9, 25","May 29, 25",0.29,0.19,0,0,0,0,7,127,64,5,18,41,63,1,55,7,109,7,31,71,0,2,1.21,YES
1,,3600,Al Woroud,Al Woroud district_10000154,Resid.,Off-Plan,fabdelrahman,25-Feb,"February 10, 25","February 11, 25",0.46,0.28,0,0,0,0,7,137,98,6,38,54,39,0,38,1,130,2,56,72,0,6,1.21,YES
1,,3821,Al Yasmeen,Al Yasmeen district_10000194,Mixed.,Closed,,25-Dec,"October 13, 24","October 22, 24",0.98,0.45,0,0,0,0,7,240,57,42,14,1,183,0,176,7,101,32,59,10,0,42,1.21,YES
1,,3344,Al Sahafah,Al Sahafah district_10000251,Com,Off-Plan,surveyor3,"  v-25","October 17, 24","March 18, 25",1.07,0.48,0,0,0,0,6,459,213,50,95,68,246,0,243,3,158,8,90,60,0,50,1.21,YES
1,,3162,Al Olaya,Al Olaya district_10000288,Mixed.,Closed,aalngedan,,"December 31, 24","December 31, 24",1.22,0.81,2,0,0,0,7,100,10,0,10,0,90,4,78,8,205,138,32,35,0,0,1.2,YES
1,,5657,Salahuddin,Salahuddin district_10000133,Mixed.,Off-Plan,surveyor3,25-Mar,"March 25, 25","March 26, 25",0.66,0.4,0,1,0,0,6,138,87,10,28,49,51,0,50,1,109,3,41,65,0,10,1.18,YES
1,,2941,Al Muhammadiyah,Al Muhammadiyah district_10000067,Resid.,Closed,surveyor5,25-Jan,"January 19, 25","January 20, 25",0.74,0.43,0,5,0,0,4,98,43,14,24,5,55,0,54,1,120,42,47,31,0,14,1.17,YES
1,,3281,Al Sahafah,Al Sahafah district_10000007,Com,Closed,,"  v-24","November13, 24","November13, 24",0.12,0.07,0,0,0,0,6,42,9,2,6,1,33,0,33,0,19,6,9,4,0,2,1.16,YES
1,,3287,Al Sahafah,Al Sahafah district_10000223,Com,Closed,,"  v-24","November13, 24","November13, 24",0.51,0.25,0,0,0,0,6,141,40,19,15,6,101,1,99,1,63,17,36,10,0,19,1.16,YES
1,,2905,Al Muhammadiyah,Al Muhammadiyah district_10000051,Resid.,Closed,surveyor11,25-Jan,"January 2, 25","January 19, 25",0.85,0.54,0,8,0,0,3,97,28,5,21,2,69,0,66,3,131,77,36,18,0,5,1.14,YES
1,,4062,Al Nakheel,Al-Nakheel_10000087,Mixed.,Closed,fabdelrahman,25-Jan,"December 30, 24","May 1, 25",0.79,0.49,1,0,0,0,7,165,49,7,39,3,116,0,114,2,115,53,50,12,0,7,1.13,YES
1,,2964,Al Murabba,Al Murabba district_10000407,Resid.,Off-Plan,ashuban,25-May,"May 29, 25","May 29, 25",0.91,0.6,0,0,0,0,7,126,84,44,40,0,42,0,32,10,160,108,11,41,0,-127,1.11,0
1,,3233,Al Rawdah,Al Rawdah district_53,Resid.,Off-Plan,fabdelrahman,25-Jun,"Jun 3, 25","Jun 3, 25",0.34,0.22,0,0,0,0,7,110,67,58,1,8,43,5,34,4,59,35,15,9,0,-47,1.11,YES
1,,3249,Al Rawdah,Al Rawdah district_61,Resid.,Open,,,,,0.26,0.17,0,0,0,0,7,47,0,0,0,0,47,2,41,4,46,26,11,9,0,-36,1.11,YES
1,,3256,Al Rawdah,Al Rawdah district_65,Resid.,Planned,fabdelrahman,25-Jun,,,0.48,0.32,0,0,0,0,7,31,0,0,0,0,31,2,25,4,81,55,11,15,0,-67,1.11,YES
1,,4430,Qurtubah,Qurtubah district_290,Resid.,Open,,,,,0.66,0.44,0,0,0,0,7,68,0,0,0,0,68,1,65,2,107,70,23,14,0,-93,1.11,YES
1,,4597,Al Olaya,RUH_Localizer mall,Mixed.,Closed,,,,,0.66,0.44,0,0,0,0,7,70,0,0,0,0,70,0,67,3,110,75,19,16,0,-93,1.11,0
1,,3215,Al Rawdah,Al Rawdah district_44,Resid.,Off-Plan,fabdelrahman,25-Jun,"June 4, 25","June 4, 25",0.31,0.21,0,0,0,0,7,26,45,42,3,5,26,0,23,3,50,30,11,9,0,0,1.11,YES
1,,5096,Ar Rabie,Ar Rabie district_10000298,Mixed.,Closed,aalbwardi,24-Dec,"October 21, 24","December 10, 24",0.68,0.33,1,0,0,0,6,396,91,26,40,25,305,2,300,3,102,1,66,35,0,26,1.1,YES
1,,5524,Al Raed,Hosni Care Hospital,Mixed.,Closed,surveyor3,25-Jan,"January 29, 25","January 29, 25",0.26,0.18,0,2,0,0,6,50,3,0,2,1,47,0,43,4,53,21,16,16,0,0,1.08,YES
1,,4824,Al Mursalat,Al Mursalat district_10000123,Resid.,Off-Plan,ashuban,,"March 5, 25","March 6, 25",0.7,0.36,0,0,0,0,6,125,44,23,20,1,81,1,69,11,106,34,46,26,0,-32,1.08,YES
1,,4462,Qurtubah,Qurtubah district_306,Resid.,Open,,,,,0.19,0.13,0,0,0,0,6,52,0,0,0,0,52,1,50,1,36,11,17,8,0,-27,1.08,YES
1,,5039,Al Taawun,Al Taawon district_55,Resid.,Off-Plan,ashuban,25-Apr,"April 22, 25","April 22, 25",1.36,0.62,0,0,0,0,6,209,120,60,60,0,89,1,81,7,220,64,125,31,0,60,1.08,0
1,,4819,Al Mursalat,Al Mursalat district_10000118,Resid.,Off-Plan,fabdelrahman,25-Mar,"March 25, 25","March 26, 25",0.99,0.56,0,0,0,0,6,255,124,22,41,61,131,1,125,5,166,7,70,89,0,22,1.08,YES
1,,3472,Al Sulaimaniyah,Al Sulaimaniyah district_10000327,Resid.,Off-Plan,fabdelrahman,25-Apr,"February 4, 25","May 15, 25",1.02,0.47,0,0,0,0,6,309,145,44,59,42,164,5,151,8,165,4,94,67,0,44,1.08,YES
1,,5114,Ar Rahmaniyah,Ar Rahmaniyah district_10000179,Resid.,Off-Plan,fabdelrahman,25-Apr,"October 10, 24","April 23, 25",0.94,0.46,0,0,0,0,6,311,77,34,43,0,234,0,213,21,121,36,50,35,0,34,1.08,0
1,,4477,Qurtubah,Qurtubah district_313,Resid.,Off-Plan,fabdelrahman,25-May,"May 3, 25","May 3, 25",0.39,0.22,0,0,0,0,6,133,32,6,26,0,101,1,96,4,66,19,34,13,0,7,1.08,0
1,,4810,Al Mursalat,Al Mursalat district_10000109,Mixed.,Off-Plan,surveyor3,25-Mar,"March 23, 25","March 24, 25",0.86,0.46,0,0,0,0,6,199,118,25,42,51,81,0,79,2,127,0,65,62,0,25,1.08,0
1,,5033,Al Taawun,Al Taawon district_49,Resid.,Off-Plan,,,"May 11, 25","May 11, 25",0.52,0.35,0,0,0,0,6,115,56,24,32,0,59,1,51,7,117,33,62,22,0,24,1.08,YES
1,,3178,Al Olaya,Al Olaya district_10000297,Mixed.,Closed,aalngedan,,"January 2, 25","April 19, 25",0.54,0.36,0,0,0,0,7,75,4,0,4,0,71,10,52,9,97,51,22,24,0,0,1.06,YES
1,,5135,Ar Rahmaniyah,Ar Rahmaniyah district_10000200,Mixed.,Closed,abinsaedan,25-Dec,"December 30, 24","December 31, 24",1.15,0.61,0,0,0,0,7,222,39,33,6,0,183,0,178,5,141,73,54,14,0,33,1.06,0
1,,2620,Al Malaz,Al Malaz district_10000531,Mixed.,Closed,fabdelrahman,25-Jan,"January 26, 25","January 27, 25",1.38,0.89,0,0,0,0,7,143,30,7,17,6,113,1,106,6,218,138,48,32,0,7,1.06,0
1,,4083,Al Nakheel,Al-Nakheel_10000098,Resid.,Off-Plan,fabdelrahman,25-May,"January 20, 25","May 25, 25",0.49,0.3,0,0,0,0,7,75,21,4,15,2,54,0,49,5,76,35,25,16,0,7,1.06,0
1,,4300,King Saud University,city Riyadh King Saud University district_1352,Mixed.,Closed,surveyor13,25-Feb,"February 17, 25","February 17, 25",0.58,0.39,0,0,0,0,7,85,29,0,9,20,56,0,52,4,121,57,24,40,0,0,1.06,0
1,,4943,Al Nuzha,Al Nuzha district_87,Mixed.,Closed,ashuban,25-Mar,"March 4, 25","March 4, 25",0.45,0.23,0,0,0,0,6,73,38,14,14,10,35,3,28,4,80,20,35,25,0,14,1.03,0
1,,4356,King Fahd,King Fahd district_10000075,Mixed.,Closed,ashuban,25-Feb,"January 2, 25","May 11, 25",0.99,0.48,0,0,0,0,6,191,123,38,36,49,68,2,56,10,189,15,81,93,0,38,1.03,YES
1,,5234,Al Raed,city Riyadh Al Raed district_1340,Resid.,Closed,fabdelrahman,25-Jan,"January 29, 25","January 29, 25",0.24,0.15,0,0,0,0,6,61,10,1,8,1,51,0,49,2,44,12,19,12,1,1,1.03,0
1,,4731,Al Ghadir,Al Ghadeer district_10000328,Resid.,Closed,surveyor11,25-Feb,"January 6, 25","February 5, 25",0.49,0.3,0,0,0,0,6,64,28,6,21,1,36,0,33,3,81,26,37,18,0,6,1.03,YES
1,,3423,Al Sulaimaniyah,Al Sulaimaniyah district_10000303,Resid.,Closed,surveyor3,25-Feb,"February 4, 25","February 5, 25",0.36,0.2,0,0,0,0,6,135,72,9,25,38,63,0,56,7,107,1,38,68,0,9,1.03,YES
1,,6760,Al Narjis,Al Narjas district_40,Resid.,Closed,,25-Dec,"December 22, 24","December 22, 24",0.22,0.11,0,0,0,0,6,74,11,8,1,2,63,1,62,0,28,8,16,4,0,8,1.03,0
1,,3360,Al Sahafah,Al Sahafah district_10000259,Resid.,Closed,,"  v-24","November20, 24","November25, 24",0.49,0.23,0,0,0,0,6,151,57,20,23,14,94,0,93,1,65,6,42,17,0,20,1.03,YES
1,,3381,Al Sahafah,Al Sahafah district_10000269,Mixed.,Closed,,"  v-24","November19, 24","November20, 24",0.24,0.12,0,0,0,0,6,95,38,7,14,17,57,1,49,7,48,0,22,26,0,7,1.03,YES
1,,3786,Al Yasmeen,Al Yasmeen district_10000176,Resid.,Closed,,25-Dec,"October 20, 24","October 28, 24",0.88,0.37,0,0,0,0,6,229,45,45,0,0,184,1,177,6,83,29,48,6,0,45,1.03,0
1,,5094,Ar Rabie,Ar Rabie district_10000296,Resid.,Closed,,25-Dec,"December 5, 24","December 5, 24",0.34,0.21,0,0,0,0,6,157,22,4,13,5,135,1,132,2,57,19,25,13,0,4,1.03,YES
1,,2593,Al Malaz,Al Malaz district_10000516,Com,Off-Plan,fabdelrahman,25-Apr,"January 22, 25","April 10, 25",0.41,0.25,0,0,0,0,5,102,63,5,29,29,39,2,34,3,75,4,25,46,0,5,1.03,YES
1,,3452,Al Sulaimaniyah,Al Sulaimaniyah district_10000317,Com,Closed,surveyor13,25-Feb,"February 3, 25","May 12, 25",0.65,0.43,0,0,0,0,6,102,23,1,19,3,79,3,65,11,117,50,39,28,0,1,1.01,YES
1,,3446,Al Sulaimaniyah,Al Sulaimaniyah district_10000314,Com,Closed,,25-Jan,"January 29, 25","February 11, 25",1.25,0.79,0,0,0,0,6,79,29,9,18,2,50,0,49,1,187,122,44,21,0,9,1.01,YES
1,,4945,Al Nuzha,Al Nuzha district_89,Resid.,Off-Plan,ashuban,25-Apr,"March 6, 25","April 17, 25",0.61,0.28,0,1,0,0,5,159,85,28,38,19,74,1,69,4,100,1,67,32,0,28,1,0
1,,4179,Hiteen,Boulevard World,Mixed.,Closed,fabdelrahman,,"February 8, 25","February 8, 25",0.8,0.53,2,1,0,0,5,73,1,0,0,1,72,2,59,11,125,102,12,11,0,-112,0.99,0
1,,4115,Al Nakheel,Al-Nakheel_10000115,Resid.,Closed,surveyor11,25-Jan,"January 21, 25","January 21, 25",0.16,0.09,0,5,0,0,3,47,10,3,7,0,37,1,32,4,31,8,12,11,0,3,0.99,YES
1,,4608,Al Hada,RUH_VIA Riyadh mall,Com,Open,,,,,0.64,0.38,1,6,0,0,1,108,28,11,17,0,80,2,77,1,87,38,41,8,0,-51,0.98,YES
1,,3864,Al Yasmeen,Al Yasmeen district_10000215,Com,Closed,faljulajil,25-Dec,"November11, 24","March 18, 25",0.58,0.27,0,0,0,0,5,199,92,25,47,20,107,0,106,1,75,0,56,19,0,25,0.98,YES
1,,3583,Al Woroud,Al Woroud district_10000011,Com,Off-Plan,fabdelrahman,25-May,"February 5, 25","May 28, 25",0.11,0.06,0,0,0,0,5,38,8,3,3,2,30,0,29,1,19,2,10,7,0,2,0.98,0
1,,6342,Al Khalidiyah,Al Khalideyeh district_10000473,Resid.,Open,,,,,0.79,0.52,0,0,0,0,6,51,0,0,0,0,51,2,31,18,132,87,9,36,0,-110,0.93,0
1,,3239,Al Rawdah,Al Rawdah district_56,Resid.,Off-Plan,fabdelrahman,25-Jun,"Jun 3, 25","Jun 3, 25",0.4,0.27,0,0,0,0,6,72,21,14,2,5,51,2,43,6,69,41,14,14,0,-56,0.93,YES
1,,3258,Al Rawdah,Al Rawdah district_66,Resid.,In progress,ashuban,25-Jun,"Jun 11, 25",,0.46,0.3,0,0,0,0,6,40,0,0,0,0,40,2,32,6,74,50,12,12,0,-64,0.93,YES
1,,3260,Al Rawdah,Al Rawdah district_67,Resid.,In progress,ashuban,25-Jun,"Jun 11, 25",,0.69,0.46,0,0,0,0,6,64,0,0,0,0,64,2,52,10,106,69,21,16,0,-96,0.93,YES
1,,5418,Al Sharafiyah,city Riyadh Al Sharafiyah district_1255,Mixed.,Off-Plan,fabdelrahman,25-May,"May 31, 25","May 31, 25",0.29,0.2,0,0,0,0,6,76,57,47,10,0,19,0,17,2,45,29,10,6,0,-41,0.93,0
1,,4427,Qurtubah,Qurtubah district_289,Resid.,Open,,,,,0.38,0.25,0,0,0,0,6,56,0,0,0,0,56,0,51,5,65,38,15,12,0,0,0.93,YES
1,,4432,Qurtubah,Qurtubah district_291,Resid.,Open,,,,,0.38,0.25,0,0,0,0,6,30,0,0,0,0,30,0,26,4,73,39,11,23,0,0,0.93,YES
1,,3083,Al Olaya,Al Olaya district_10000250,Com,Off-Plan,fabdelrahman,25-Apr,,,0.16,0.1,1,0,0,0,4,46,0,0,0,0,46,4,34,8,32,10,13,9,0,0,0.92,0
1,,3729,Al Yasmeen,Al Yasmeen district_10000146,Com,Off-Plan,surveyor13,24-Oct,"October 13, 24","April 25, 25",0.34,0.16,0,6,0,0,1,131,26,14,4,8,105,2,97,6,47,7,26,14,0,14,0.91,YES
1,,2764,Al Malqa,Al Malqa district_10000067,Mixed.,Closed,surveyor11,,"January 13, 25","January 24, 25",0.44,0.29,0,2,0,0,5,86,2,0,2,0,84,8,72,4,76,33,30,13,0,0,0.9,0
1,,3209,Al Rawdah,Al Rawdah district_41,Resid.,Off-Plan,fabdelrahman,25-Jun,"June 3, 25","June 3, 25",0.1,0.07,0,0,0,0,5,45,3,2,0,1,42,1,38,3,19,6,7,6,0,-14,0.9,0
1,,4426,Al Olaya,Olaya area ter_5,Mixed.,Off-Plan,ashuban,25-Apr,"April 7, 25","April 7, 25",0.41,0.18,0,0,0,0,5,89,53,19,10,24,36,4,30,2,68,4,34,30,0,19,0.9,YES
1,,3333,Al Sahafah,Al Sahafah district_10000246,Mixed.,Off-Plan,fabdelrahman,25-Mar,"November19, 24","March 18, 25",0.93,0.38,0,0,0,0,5,367,176,51,89,36,191,0,191,0,126,3,88,35,0,51,0.9,YES
1,,4529,Qurtubah,Qurtubah district_343,Resid.,Off-Plan,fabdelrahman,25-May,"May 1, 25","May 1, 25",0.94,0.36,0,0,0,0,5,163,87,57,30,0,76,1,71,4,148,34,97,17,0,57,0.9,YES
1,,4934,Al Nuzha,Al Nuzha district_78,Resid.,Off-Plan,,,"May 6, 25","May 6, 25",0.5,0.33,0,0,0,0,5,91,54,18,36,0,37,1,33,3,98,29,57,12,0,18,0.9,YES
1,,5032,Al Taawun,Al Taawon district_48,Resid.,Off-Plan,,,"May 8, 25","May 11, 25",0.36,0.24,0,0,0,0,5,81,30,8,22,0,51,0,48,3,69,21,34,14,0,8,0.9,YES
1,,3176,Al Olaya,Al Olaya district_10000296,Mixed.,Closed,aalngedan,,"January 6, 25","January 6, 25",0.38,0.25,0,0,0,0,6,51,2,0,1,1,49,5,43,1,59,37,17,5,0,0,0.88,YES
1,,3180,Al Olaya,Al Olaya district_10000299,Resid.,Closed,aalngedan,,"January 6, 25","April 19, 25",0.79,0.53,0,0,0,0,6,76,4,0,3,1,72,4,43,25,145,91,21,33,0,0,0.88,0
1,,2596,Al Malaz,Al Malaz district_10000517,Mixed.,Closed,ashuban,25-Jan,"January 27, 25","January 27, 25",0.47,0.29,0,0,0,0,6,58,21,6,8,7,37,0,32,5,75,36,20,19,0,6,0.88,YES
